coef	exp.coef.	se.coef.	z	Pr...z..	nrow.stored.	fdr	Field	FieldID	Value	FieldName	Coding	Meaning
-0.254386405013207	0.775392128746823	0.0672633069619493	-3.78194912654403	0.000155605167724145	233334	0.000221539560827597	f1418.4	1418	4	Milk type used	100387	Soya
0.0470777210116633	1.04820347334825	0.0123986228064904	3.79701211549232	0.000146450634317997	208848	0.000212100918667444	f1180	1180		Morning/evening person (chronotype)	100342	
-0.127286194506969	0.880481647523773	0.0333955210317348	-3.81147502942125	0.000138140012151252	232706	0.000203574754749214	f6162.2	6162	2	Types of transport used (excluding work)	100299	Walk
0.110365708624514	1.11668637763277	0.0279225640115068	3.95256354606377	7.73183870781988e-05	232943	0.000115977580617298	f6144.4	6144	4	Never eat eggs, dairy, wheat, sugar	100385	Sugar or foods/drinks containing sugar
0.0634057277571553	1.06545903785366	0.0155147498714367	4.0868030927065	4.37358007273804e-05	232203	6.67964956563629e-05	f1379	1379		Lamb/mutton intake	100377	
0.0607056433824443	1.06258608890137	0.0134027921748572	4.52932811241558	5.91715493118729e-06	215324	9.20446322629133e-06	f1528	1528		Water intake	100373	
0.270152461527605	1.31016418514003	0.059027424551761	4.576727912137	4.72305105522521e-06	232943	7.48559035167769e-06	f6144.1	6144	1	Never eat eggs, dairy, wheat, sugar	100385	Eggs or foods containing eggs
0.107132550101231	1.11308178380472	0.0219273895709787	4.88578678070385	1.03016636791582e-06	233235	1.66411490201786e-06	f1428.3	1428	3	Spread type	100388	Other type of spread/margarine
-0.0757840453595436	0.927016378433283	0.0150931996906103	-5.02107219893805	5.13838392082909e-07	216304	8.46322057548321e-07	f1498	1498		Coffee intake	100373	
0.296046500692739	1.34453267707932	0.0556942560872609	5.31556611922238	1.06326231260889e-07	232669	1.78628068518294e-07	f6164.5	6164	5	Types of physical activity in last 4 weeks	100316	Heavy DIY (eg: weeding, lawn mowing, carpentry, digging)
0.074520426137615	1.07736734975125	0.0137794167169782	5.40809728511914	6.36978241178417e-08	212447	1.091962699163e-07	f1050	1050		Time spend outdoors in summer	100329	
-0.99129446031703	0.371096010918564	0.177227442086342	-5.59334631616524	2.22734384592051e-08	232706	3.89785173036088e-08	f6162.4	6162	4	Types of transport used (excluding work)	100299	Cycle
0.0932019520563356	1.09768339230356	0.0158018011387597	5.89818535481526	3.67520989263377e-09	192660	6.56846023364334e-09	f2149	2149		Lifetime number of sexual partners	100291	
0.0786333281330931	1.08180758093252	0.0131271455277378	5.99013151541134	2.0967141605261e-09	233098	3.82878238009114e-09	f1359	1359		Poultry intake	100377	
0.0711337443450797	1.0737248208886	0.0115109424416807	6.17966293424479	6.42386054897103e-10	228499	1.19912063580793e-09	f1438	1438		Bread intake	100373	
0.223407965534974	1.25033056147661	0.0348890078463088	6.40339119183666	1.51963166024998e-10	233450	2.90111498774996e-10	f2129	2129		Answered sexual history questions	100503	
-0.125954299981493	0.881655137518867	0.0191325946493532	-6.58323151093106	4.60331495044321e-11	225192	8.99252222877277e-11	f1309	1309		Fresh fruit intake	100373	
-0.166923396191882	0.846264435932718	0.0249063174548647	-6.70205045343943	2.05515047241142e-11	232943	4.11030094482283e-11	f6144.5	6144	5	Never eat eggs, dairy, wheat, sugar	100385	I eat all of the above
0.152548247528783	1.16479865939576	0.0222815033453439	6.84640731661676	7.57276685449283e-12	232627	1.55149369701804e-11	f20116.1	20116	1	Smoking status	90	Previous
-0.0949687680094953	0.909401336438609	0.0124815170905608	-7.60875199067875	2.76755232865035e-14	232200	5.81185989016573e-14	f2267	2267		Use of sun/uv protection	100536	
-0.120374202821481	0.886588610676302	0.0156380553699923	-7.69751736858955	1.38735237117407e-14	212017	2.98814356868262e-14	f1100	1100		Drive faster than motorway speed limit	100334	
-0.335223828415116	0.715177991280001	0.042056935379691	-7.9707145893705	1.57759471452618e-15	233235	3.4873146321105e-15	f1428.0	1428	0	Spread type	100388	Never/rarely use spread
0.161781922113778	1.17560384016381	0.0194725567303514	8.30820134993429	9.71635588585983e-17	231132	2.20587539030331e-16	f1518	1518		Hot drink temperature	100398	
0.127672289755179	1.13618060365712	0.0152834804163506	8.35361359305259	6.62056825650593e-17	232284	1.54479925985138e-16	f1389	1389		Pork intake	100377	
0.120102324171175	1.127612227663	0.0132405279885704	9.07081079205079	1.18134632601495e-19	232678	2.83523118243589e-19	f1369	1369		Beef intake	100377	
0.513962448746287	1.67190291660672	0.0505436618164668	10.1686824870857	2.73584092215625e-24	233258	6.75913639591545e-24	f20117.0	20117	0	Alcohol drinker status	90	Never
0.237588836818908	1.26818765354353	0.023254709985677	10.2168049812379	1.66746439452359e-24	232655	4.24445482242369e-24	f20160	20160		Ever smoked	7	
-0.12464880793857	0.88280688291915	0.0120539066533877	-10.3409468417891	4.5997016622752e-25	232386	1.20742168634724e-24	f1329	1329		Oily fish intake	100377	
-0.107661807514025	0.897931218677239	0.0103142878934152	-10.4381231769531	1.66061321014576e-25	228115	4.49972611781432e-25	f1408	1408		Cheese intake	100377	
-0.175013702416463	0.839445518258313	0.0159069595207347	-11.0023353104239	3.7236174975317e-28	219703	1.04261289930888e-27	f1299	1299		Salad / raw vegetable intake	100373	
-0.0616980057474552	0.940166768884188	0.00547727464902434	-11.2643622423508	1.96771403999924e-29	229768	5.69958549517021e-29	f864	864		Number of days/week walked 10+ minutes	100307	
-0.1629552883779	0.84962917586398	0.0141872072583111	-11.4860723052056	1.55000241421388e-30	233194	4.65000724264163e-30	f1170	1170		Getting up in morning	100341	
0.141144691665652	1.15159126158844	0.0118250526912448	11.9360729589099	7.67626264360351e-33	233424	2.3881706002322e-32	f1478	1478		Salt added to food	100394	
0.47785961538217	1.61261908057893	0.0385540503742852	12.3945372987553	2.79755813939767e-35	232706	9.03826475805402e-35	f6162.3	6162	3	Types of transport used (excluding work)	100299	Public transport
-0.0622471443824604	0.939650628717269	0.00489629468490074	-12.7131123407296	5.0003911612449e-37	222619	1.68013143017829e-36	f884	884		Number of days/week of moderate physical activity 10+ minutes	100291	
-0.117653617489542	0.889003934703763	0.00918614333895168	-12.8077271547309	1.48418389611789e-37	214961	5.1946436364126e-37	f1249	1249		Past tobacco smoking	100348	
0.465231281082189	1.59238243423402	0.0353270100075994	13.1692798508028	1.31849294347095e-39	232669	4.81536553267653e-39	f6164.4	6164	4	Types of physical activity in last 4 weeks	100316	Light DIY (eg: pruning, watering the lawn)
0.610860904844106	1.8420165173083	0.0462647987241081	13.2035785670844	8.36641019120565e-40	233258	3.19444752755125e-39	f20117.1	20117	1	Alcohol drinker status	90	Previous
-0.179014583156056	0.836093706423132	0.0131179010256253	-13.6465874232743	2.11555976137139e-42	223219	8.46223904548557e-42	f1458	1458		Cereal intake	100373	
-0.0934739573114914	0.910761735801544	0.0062986501286557	-14.8403158458083	8.0376631965496e-50	222705	3.37581854255083e-49	f904	904		Number of days/week of vigorous physical activity 10+ minutes	100291	
0.293146971729408	1.34063981210472	0.0191682848192443	15.2933334669098	8.47013526383026e-53	233339	3.74469137979864e-52	f2237	2237		Plays computer games	100639	
0.281402449821108	1.32498673732375	0.0179828503972342	15.6483785164775	3.4079245456547e-55	232896	1.59036478797219e-54	f1548	1548		Variation in diet	100401	
0.169533793484742	1.18475238326822	0.0108302257098027	15.6537636451374	3.13139664156792e-55	233118	1.54727834053944e-54	f1349	1349		Processed meat intake	100377	
-0.25959828551675	0.77136139061529	0.0160041124849842	-16.22072362715	3.59929058934242e-59	213020	1.88962755940477e-58	f1319	1319		Dried fruit intake	100373	
-0.370776082020796	0.690198472104183	0.0220967652030171	-16.7796543346611	3.43831637444537e-63	232627	1.92545716968941e-62	f20116.0	20116	0	Smoking status	90	Never
-0.592761160776113	0.5527988091333	0.0351931202134817	-16.843097661714	1.17899774372365e-63	233258	7.07398646234189e-63	f20117.2	20117	2	Alcohol drinker status	90	Current
0.513683541933609	1.67143667651493	0.0303688380099719	16.9148237336225	3.49861833876441e-64	232627	2.260645695817e-63	f20116.2	20116	2	Smoking status	90	Current
-0.387228761460806	0.678935762823418	0.0221318214660545	-17.4964705031049	1.52426967873353e-68	225349	1.06698877511347e-67	f1448.3	1448	3	Bread type	100391	Wholemeal or wholegrain
-0.217404963170187	0.804604068306258	0.0118000672016724	-18.424044495219	8.42654433099233e-76	206206	6.43481567093959e-75	f2139	2139		Age first had sexual intercourse	100504	
0.303021529737786	1.35394361417948	0.0162717301201123	18.6225759339041	2.10824529857514e-77	233347	1.77092605080312e-76	f1239	1239		Current tobacco smoking	100347	
0.325195673436482	1.38430149051112	0.0171624714918752	18.9480677995842	4.58097244518808e-80	217361	4.27557428217554e-79	f1628	1628		Alcohol intake versus 10 years previously	100417	
0.444608449159754	1.55987930419067	0.023035381031652	19.3011111276534	5.25666487997871e-83	225349	5.51949812397765e-82	f1448.1	1448	1	Bread type	100391	White
-0.172397052562732	0.841644929540562	0.00877763166727973	-19.6404974710176	6.97119591034103e-86	231702	8.36543509240923e-85	f943	943		Frequency of stair climbing in last 4 weeks	100314	
0.356536480828822	1.42837363782238	0.0173223971249725	20.5823985131266	3.94662226970062e-94	221149	5.52527117758087e-93	f1070	1070		Time spent watching television (TV)	100329	
-0.50972559121827	0.600660382683263	0.0223290913308895	-22.8278698700618	2.4248773185496e-115	232669	4.07379389516333e-114	f6164.1	6164	1	Types of physical activity in last 4 weeks	100316	Walking for pleasure (not as a means of transport)
0.412129462976761	1.51002991664275	0.0169248938419586	24.3504902792979	5.72839841843704e-131	233370	1.20296366787178e-129	f1190	1190		Nap during day	100343	
0.963473119586408	2.62078297772287	0.032811242247662	29.3641158818076	1.57808276646767e-189	232669	4.41863174610949e-188	f6164.100	6164	-7	Types of physical activity in last 4 weeks	100316	None of the above
0.213079359639802	1.23748285354042	0.0069524998843582	30.6478767614495	2.82056610964046e-206	233290	1.18463776604899e-204	f1558	1558		Alcohol intake frequency.	100402	
-0.798443124934399	0.450029058015664	0.0177623124426798	-44.9515302419677	0	232314	0	f924	924		Usual walking pace	100313	
